time,date,text,current_date
00:00:37,1717625986.0,终于看出来是拉丁舞了,2024-06-06 06:19:46
00:00:42,1717588087.0,很难想象这是人画的,2024-06-05 19:48:07
00:00:28,1717596521.0,[星期日]打赏了一个匹诺康尼bushi.,2024-06-05 22:08:41
00:00:23,1717605957.0,米哈游吃人计划！启动！,2024-06-06 00:45:57
00:00:31,1717598932.0,玛丽莲梦鸟,2024-06-05 22:48:52
00:00:00,1717591006.0,星期日：哦天哪，这是我最喜欢的一集！,2024-06-05 20:36:46
00:00:24,1717588388.0,甚至地板还有反光,2024-06-05 19:53:08
00:00:17,1717588361.0,小鸟飞飞,2024-06-05 19:52:41
00:00:24,1717631079.0,这是不是玛丽莲梦露跳的那个,2024-06-06 07:44:39
00:00:31,1717652310.0,小鸟的环呢,2024-06-06 13:38:30
00:00:21,1717673452.0,流萤打赏了50个匹诺康尼pro版,2024-06-06 19:30:52
00:00:39,1717617501.0,这段是拉丁诶！！,2024-06-06 03:58:21
00:00:10,1717654058.0,芙卡洛斯(幻视),2024-06-06 14:07:38
00:00:17,1717628136.0,小乌！！！,2024-06-06 06:55:36
00:00:51,1717842287.0,星进入直播间,2024-06-08 18:24:47
00:00:31,1717842266.0,开拓者进入直播间,2024-06-08 18:24:26
00:00:21,1717842256.0,知更鸟我为你打call,2024-06-08 18:24:16
00:00:14,1717842249.0,太牛了,2024-06-08 18:24:09
00:00:42,1717841167.0,好好好，歌手跳舞，nb,2024-06-08 18:06:07
00:00:47,1717840832.0,天呐这简直就是我,2024-06-08 18:00:32
00:00:39,1717840806.0,太丝滑了！,2024-06-08 18:00:06
00:00:24,1717840773.0,小鸟宝宝好可爱！,2024-06-08 17:59:33
00:00:44,1717840198.0,动作指导：莘美尔,2024-06-08 17:49:58
00:00:41,1717839889.0,波提欧打赏了一只公司狗,2024-06-08 17:44:49
00:00:40,1717838411.0,唱跳rap,2024-06-08 17:20:11
00:00:20,1717838148.0,丝滑,2024-06-08 17:15:48
00:00:22,1717836348.0,我草。。。。,2024-06-08 16:45:48
00:00:52,1717836009.0,我趣太牛了,2024-06-08 16:40:09
00:00:28,1717835842.0,星期日进入直播间,2024-06-08 16:37:22
00:00:49,1717835515.0,米哈游要开始吃人了,2024-06-08 16:31:55
00:00:22,1717834426.0,我这么大鸡翅膀呢,2024-06-08 16:13:46
00:00:43,1717833820.0,星期日打赏了十个匹诺康尼,2024-06-08 16:03:40
00:00:38,1717832331.0,啊啊啊,2024-06-08 15:38:51
00:00:25,1717829177.0,wowwww,2024-06-08 14:46:17
00:00:00,1717828794.0,米哈游：明天就来上班！,2024-06-08 14:39:54
00:00:17,1717828092.0,嘿嘿…老师,2024-06-08 14:28:12
00:00:34,1717825454.0,怎么没环啊,2024-06-08 13:44:14
00:00:39,1717824131.0,求BGM,2024-06-08 13:22:11
00:00:41,1717824129.0,aisile,2024-06-08 13:22:09
00:00:31,1717823332.0,米哈游吃人计划,2024-06-08 13:08:52
00:00:03,1717823155.0,告诉银枝我找到纯美星神了,2024-06-08 13:05:55
00:00:10,1717821741.0,我天！,2024-06-08 12:42:21
00:00:37,1717821514.0,这是三渲二还是纯2d手绘啊,2024-06-08 12:38:34
00:00:16,1717820377.0,好棒啊,2024-06-08 12:19:37
00:00:00,1717813097.0,双厨狂喜,2024-06-08 10:18:17
00:00:08,1717813064.0,知更鸟真的有种玛丽莲梦露的既视感,2024-06-08 10:17:44
00:00:01,1717812318.0,纸上建模，厉害,2024-06-08 10:05:18
00:00:12,1717811896.0,拉丁！,2024-06-08 09:58:16
00:00:06,1717811743.0,啊？,2024-06-08 09:55:43
00:00:21,1717811495.0,z,2024-06-08 09:51:35
00:00:01,1717811070.0,米哈游向你掏出了一份入职申请,2024-06-08 09:44:30
00:00:34,1717810713.0,米哈游吃人计划,2024-06-08 09:38:33
00:00:40,1717810195.0,一个月不知。一天干十个小时都得80天啊,2024-06-08 09:29:55
00:00:39,1717809822.0,我的硬币！,2024-06-08 09:23:42
00:00:38,1717809436.0,太牛了,2024-06-08 09:17:16
00:00:20,1717808558.0,真的这么丝滑吗？,2024-06-08 09:02:38
00:00:13,1717807909.0,星期日进入直播间,2024-06-08 08:51:49
00:00:34,1717803892.0,宝了个贝的，太爱你了,2024-06-08 07:44:52
00:00:23,1717800154.0,就是帧数有点低,2024-06-08 06:42:34
00:00:24,1717782569.0,好厉害(≧∇≦)/,2024-06-08 01:49:29
00:00:21,1717781961.0,太帅啦,2024-06-08 01:39:21
00:00:37,1717781570.0,周天：你们这些人给我收敛点！（转变嘴脸：啊——知更鸟哥哥爱你！！）,2024-06-08 01:32:50
00:00:17,1717781332.0,omg好美,2024-06-08 01:28:52
00:00:37,1717781133.0,我嘞个皮诺康尼啊,2024-06-08 01:25:33
00:00:39,1717780162.0,woc,2024-06-08 01:09:22
00:00:33,1717778578.0,这里的抖肩太细节了吧,2024-06-08 00:42:58
00:00:24,1717777871.0,鸟门！,2024-06-08 00:31:11
00:00:12,1717777084.0,画的？,2024-06-08 00:18:04
00:00:40,1717776916.0,我的妈呀第一次见到把拉丁的力量感画出来的老师!!!!!,2024-06-08 00:15:16
00:00:37,1717776148.0,没有天环的鸟有点像白露,2024-06-08 00:02:28
00:00:29,1717774694.0,小鸟也是跳上拉丁舞了,2024-06-07 23:38:14
00:00:44,1717774550.0,鸟丽莲梦露,2024-06-07 23:35:50
00:00:27,1717773840.0,牛,2024-06-07 23:24:00
00:00:35,1717772799.0,米油你們人才招募快看過來啊啊啊,2024-06-07 23:06:39
00:00:08,1717772756.0,我要這幣何用、投了！,2024-06-07 23:05:56
00:00:27,1717772431.0,1.5倍更加丝滑,2024-06-07 23:00:31
00:00:02,1717772235.0,南无阿弥陀佛,2024-06-07 22:57:15
00:00:26,1717771692.0,为什么看不见,2024-06-07 22:48:12
00:00:05,1717771638.0,看好了，小子硬币是这样用的,2024-06-07 22:47:18
00:00:01,1717771623.0,看好了，小子硬币是这样用的,2024-06-07 22:47:03
00:00:15,1717770973.0,星期日已进入直播间（）,2024-06-07 22:36:13
00:00:07,1717770666.0,你不跟我讲我还以为这是3d的,2024-06-07 22:31:06
00:00:05,1717770317.0,666,2024-06-07 22:25:17
00:00:27,1717770232.0,的放大镜在哪里？,2024-06-07 22:23:52
00:00:08,1717770148.0,出场就看出来是玛丽莲梦露了,2024-06-07 22:22:28
00:00:08,1717770076.0,好牛！！！！！！,2024-06-07 22:21:16
00:00:01,1717769304.0,我草！！！！！,2024-06-07 22:08:24
00:00:06,1717768497.0,0.5倍速后看这个裙子，我是服的,2024-06-07 21:54:57
00:00:20,1717766756.0,率军冲锋，不惧刀枪所阻,2024-06-07 21:25:56
00:00:41,1717766612.0,太神了！,2024-06-07 21:23:32
00:00:39,1717765933.0,我要这硬币有什么用，梭哈！,2024-06-07 21:12:13
00:00:24,1717764827.0,大佬，收下我的硬币,2024-06-07 20:53:47
00:00:04,1717764793.0,？这是官方小号吗？！,2024-06-07 20:53:13
00:00:31,1717763944.0,星期日表示看呆了,2024-06-07 20:39:04
00:00:34,1717763788.0,刚开始还没看出来，现在才发现这不是拉丁舞里的恰恰吗,2024-06-07 20:36:28
00:00:22,1717763316.0,万千星辉在你裙下,2024-06-07 20:28:36
00:00:25,1717762826.0,up你简直帅呆了！坚持做一件事真的很酷！,2024-06-07 20:20:26
00:00:23,1717762522.0,别放了，米哈游又要吃人了（）,2024-06-07 20:15:22
00:00:14,1717762310.0,［星期日］赠送嘉年华x1145,2024-06-07 20:11:50
00:00:12,1717762281.0,［星期日］进入直播间,2024-06-07 20:11:21
00:00:21,1717762200.0,飞碟社:我嘞个紫烟呐,2024-06-07 20:10:00
00:00:01,1717761689.0,我还以为是建模！？,2024-06-07 20:01:29
00:00:21,1717761216.0,手……手绘？？！,2024-06-07 19:53:36
00:00:09,1717761076.0,啊?,2024-06-07 19:51:16
00:00:03,1717760969.0,我还以为是建模！！,2024-06-07 19:49:29
00:00:28,1717760546.0,这大佬啊，，，,2024-06-07 19:42:26
00:00:24,1717760191.0,太厉害啦,2024-06-07 19:36:31
00:00:28,1717759808.0,牛！,2024-06-07 19:30:08
00:00:26,1717759770.0,wc！,2024-06-07 19:29:30
00:00:18,1717758464.0,好！画了一个月？！,2024-06-07 19:07:44
00:00:33,1717757806.0,这种视频，进来就三连,2024-06-07 18:56:46
00:00:34,1717757645.0,老师会消失几年呢,2024-06-07 18:54:05
00:00:02,1717757536.0,《知肝鸟》,2024-06-07 18:52:16
00:00:37,1717757375.0,好看，爱看。,2024-06-07 18:49:35
00:00:01,1717757008.0,真•台上一分钟 台下十年功,2024-06-07 18:43:28
00:00:24,1717756937.0,金手指的背景音乐？,2024-06-07 18:42:17
00:00:33,1717756881.0,卡密,2024-06-07 18:41:21
00:00:00,1717756865.0,33.3333333天,2024-06-07 18:41:05
00:00:43,1717755759.0,动作指导：辛美尔,2024-06-07 18:22:39
00:00:01,1717755681.0,好活当赏,2024-06-07 18:21:21
00:00:44,1717755620.0,这辈子，直了！,2024-06-07 18:20:20
00:00:51,1717755184.0,哈哈哈哈,2024-06-07 18:13:04
00:00:05,1717754228.0,丝滑！,2024-06-07 17:57:08
00:00:16,1717754126.0,我嘞个大佬,2024-06-07 17:55:26
00:00:16,1717753622.0,恰恰好评,2024-06-07 17:47:02
00:00:08,1717753609.0,啊啊啊？！,2024-06-07 17:46:49
00:00:12,1717753456.0,这是画的,2024-06-07 17:44:16
00:00:26,1717752127.0,美死我了知更鸟小姐！,2024-06-07 17:22:07
00:00:46,1717752090.0,开拓者：这辈子直了,2024-06-07 17:21:30
00:00:22,1717751765.0,衣服上别了个损伤条,2024-06-07 17:16:05
00:00:12,1717751197.0,我靠，厉害厉害厉害！！！！,2024-06-07 17:06:37
00:00:17,1717750408.0,中村丰,2024-06-07 16:53:28
00:00:38,1717747963.0,那个黑色的圆给我一种“精神损伤”没叠满的美,2024-06-07 16:12:43
00:00:08,1717747758.0,大明星知更鸟！,2024-06-07 16:09:18
00:00:10,1717747671.0,怎么做到的,2024-06-07 16:07:51
00:00:00,1717746922.0,我嘞个神仙姥姥,2024-06-07 15:55:22
00:00:26,1717746144.0,好美好美,2024-06-07 15:42:24
00:00:26,1717746136.0,好看好看,2024-06-07 15:42:16
00:00:26,1717746129.0,太美了,2024-06-07 15:42:09
00:00:26,1717746122.0,跳的好看,2024-06-07 15:42:02
00:00:26,1717746114.0,非常非常美丽,2024-06-07 15:41:54
00:00:26,1717746105.0,美丽动人,2024-06-07 15:41:45
00:00:48,1717746025.0,希望以后能见到作者,2024-06-07 15:40:25
00:00:00,1717746021.0,过段时间IP变上海系列,2024-06-07 15:40:21
00:00:47,1717745865.0,哈哈哈哈哈,2024-06-07 15:37:45
00:00:19,1717745073.0,i love you baby！,2024-06-07 15:24:33
00:00:18,1717744465.0,画的？卧槽,2024-06-07 15:14:25
00:00:02,1717744336.0,硬币之力,2024-06-07 15:12:16
00:00:09,1717744211.0,水大剑呢,2024-06-07 15:10:11
00:00:08,1717743635.0,1.25倍速好看,2024-06-07 15:00:35
00:00:18,1717742145.0,不幣不行,2024-06-07 14:35:45
00:00:34,1717740860.0,牛逼,2024-06-07 14:14:20
00:00:24,1717740445.0,无法想象要画多少多,2024-06-07 14:07:25
00:00:51,1717738581.0,厉害,2024-06-07 13:36:21
00:00:35,1717738498.0,卧槽,2024-06-07 13:34:58
00:00:19,1717738231.0,疯狂心动,2024-06-07 13:30:31
00:00:27,1717738216.0,上一个这样的已经在米哈游美工部了（,2024-06-07 13:30:16
00:00:44,1717737886.0,星 打赏了一发 星槎,2024-06-07 13:24:46
00:00:11,1717737204.0,6666666,2024-06-07 13:13:24
00:00:47,1717736515.0,星：这辈子直了,2024-06-07 13:01:55
00:00:22,1717736423.0,星期日进入直播间并送出跑车一辆,2024-06-07 13:00:23
00:00:01,1717735960.0,米哈游：我吃人从来不会挑食,2024-06-07 12:52:40
00:00:35,1717735677.0,唱跳diva知更鸟,2024-06-07 12:47:57
00:00:03,1717735629.0,啊？每次都以为是mmd 就没点进来亏大了,2024-06-07 12:47:09
00:00:21,1717735481.0,优雅至极！,2024-06-07 12:44:41
00:00:44,1717735462.0,你过关！,2024-06-07 12:44:22
00:00:41,1717735021.0,@星穹铁道，648出问题了免费冲，速来,2024-06-07 12:37:01
00:00:38,1717734998.0,@星穹铁道，648出问题了免费冲，快来,2024-06-07 12:36:38
00:00:36,1717734737.0,太米了！！太丝滑了！！,2024-06-07 12:32:17
00:00:09,1717733986.0,你的厨力我认可了！,2024-06-07 12:19:46
00:00:05,1717733966.0,这，是，画，的？,2024-06-07 12:19:26
00:00:54,1717733643.0,一个月,2024-06-07 12:14:03
00:00:08,1717733426.0,你这么强是会被米哈游吃掉的！,2024-06-07 12:10:26
00:00:45,1717733404.0,天啊，这简直就是我！（倒下）,2024-06-07 12:10:04
00:00:21,1717733229.0,太神了吧！！,2024-06-07 12:07:09
00:00:27,1717732477.0,最爱的BGM之一,2024-06-07 11:54:37
00:00:40,1717732366.0,玛丽莲梦露,2024-06-07 11:52:46
00:00:13,1717732326.0,这下不得不给了,2024-06-07 11:52:06
00:00:14,1717732131.0,鸟鸟是寰宇大明星！！！,2024-06-07 11:48:51
00:00:21,1717731755.0,你币有了,2024-06-07 11:42:35
00:00:14,1717731633.0,有实力,2024-06-07 11:40:33
00:00:41,1717731589.0,爸爸我给你跪了,2024-06-07 11:39:49
00:00:30,1717731035.0,周日哥把手机按在墙上看,2024-06-07 11:30:35
00:00:21,1717730630.0,漂亮！,2024-06-07 11:23:50
00:00:24,1717730065.0,头环去哪啦,2024-06-07 11:14:25
00:00:27,1717729517.0,一镜到底？？？？滑跪,2024-06-07 11:05:17
00:00:46,1717728111.0,天啊，这简直就是我！,2024-06-07 10:41:51
00:00:21,1717727804.0,牛！,2024-06-07 10:36:44
00:00:14,1717726117.0,好活当赏,2024-06-07 10:08:37
00:00:27,1717725750.0,跳完是不是剑就落下来了,2024-06-07 10:02:30
00:00:22,1717725506.0,送你上去,2024-06-07 09:58:26
00:00:14,1717724435.0,好活当赏,2024-06-07 09:40:35
00:00:01,1717724433.0,二渲三？,2024-06-07 09:40:33
00:00:17,1717722954.0,好棒,2024-06-07 09:15:54
00:00:03,1717722444.0,看到第一眼，我以为是官方新动态,2024-06-07 09:07:24
00:00:42,1717722403.0,星核小妹立正了,2024-06-07 09:06:43
00:00:30,1717722392.0,赏,2024-06-07 09:06:32
00:00:47,1717719473.0,强强强,2024-06-07 08:17:53
00:00:20,1717719443.0,厉害,2024-06-07 08:17:23
00:00:07,1717717560.0,一觉醒来就有仙品,2024-06-07 07:46:00
00:00:00,1717716776.0,妈妈，肝上长了个人,2024-06-07 07:32:56
00:00:04,1717713303.0,画的？？,2024-06-07 06:35:03
00:00:36,1717713142.0,不敢催更系列,2024-06-07 06:32:22
00:00:31,1717712400.0,可怕的肝力,2024-06-07 06:20:00
00:00:44,1717711831.0,结尾封神哈哈哈,2024-06-07 06:10:31
00:00:46,1717701671.0,哈哈哈哈哈,2024-06-07 03:21:11
00:00:34,1717701656.0,好强……,2024-06-07 03:20:56
00:00:36,1717696807.0,卧槽拉丁！,2024-06-07 02:00:07
00:00:21,1717694974.0,画的??,2024-06-07 01:29:34
00:00:05,1717694313.0,啊？,2024-06-07 01:18:33
00:00:04,1717693895.0,周日哥狂喜,2024-06-07 01:11:35
00:00:35,1717692872.0,记录这个经典宝藏,2024-06-07 00:54:32
00:00:02,1717692647.0,警惕米哈游吃人事件,2024-06-07 00:50:47
00:00:20,1717692235.0,太丝滑了老师！,2024-06-07 00:43:55
00:00:36,1717691205.0,她真好看,2024-06-07 00:26:45
00:00:30,1717690832.0,好厉害好厉害,2024-06-07 00:20:32
00:00:17,1717689337.0,卧槽牛逼,2024-06-06 23:55:37
00:00:03,1717689228.0,仙品!,2024-06-06 23:53:48
00:00:12,1717687136.0,up主注意米哈游吃人计划！,2024-06-06 23:18:56
00:00:25,1717686973.0,太牛逼啦,2024-06-06 23:16:13
00:00:18,1717686904.0,美美美,2024-06-06 23:15:04
00:00:42,1717686654.0,牛批,2024-06-06 23:10:54
00:00:00,1717686634.0,我们在星期日的收藏夹里发现了这个视频,2024-06-06 23:10:34
00:00:45,1717686457.0,直了,2024-06-06 23:07:37
