time,date,text,current_date
00:00:01,1718364010.0,我拉黑是保护他们 ，因为以后脾气大了没准生气就会找他们翻旧账,2024-06-14 19:20:10
00:00:06,1718365622.0,幻听狛枝,2024-06-14 19:47:02
00:00:11,1718380308.0,电子宠物笑死,2024-06-14 23:51:48
00:00:11,1718366280.0,我也是哈哈哈,2024-06-14 19:58:00
00:00:09,1718379188.0,伴侣宠物保护法,2024-06-14 23:33:08
00:00:07,1718598793.0,我直接删除…,2024-06-17 12:33:13
00:00:14,1718553471.0,真实了哈哈哈哈哈,2024-06-16 23:57:51
00:00:11,1718546477.0,哈哈哈哈哈哈哈哈哈哈,2024-06-16 22:01:17
00:00:10,1718545743.0,不是p30，P30闪光灯在摄像头正下方，因为我把手机翻过去看了一眼,2024-06-16 21:49:03
00:00:13,1718539555.0,被喜欢的人拉黑了,2024-06-16 20:05:55
00:00:08,1718537157.0,太真实了，刚刚就拉黑了十几个,2024-06-16 19:25:57
00:00:14,1718535962.0,一般到新学校后确认一下再拉黑,2024-06-16 19:06:02
00:00:00,1718535474.0,省流：顺从了,2024-06-16 18:57:54
00:00:05,1718531002.0,笑死，我们班上的人我一个没加,2024-06-16 17:43:22
00:00:13,1718528440.0,我都直接把她们全删了,2024-06-16 17:00:40
00:00:12,1718525478.0,听歌识曲,2024-06-16 16:11:18
00:00:00,1718524903.0,笑死，我毕业了直接换了号,2024-06-16 16:01:43
00:00:00,1718522348.0,《粽子》,2024-06-16 15:19:08
00:00:04,1718520691.0,约个会否,2024-06-16 14:51:31
00:00:11,1718519937.0,是你实变,2024-06-16 14:38:57
00:00:06,1718517059.0,反弹,2024-06-16 13:50:59
00:00:13,1718514848.0,过后再碰到真的太绝太尬了……,2024-06-16 13:14:08
00:00:11,1718514180.0,群都解散了,2024-06-16 13:03:00
00:00:03,1718511328.0,我也全删了,2024-06-16 12:15:28
00:00:06,1718505343.0,然后高中：怎么又tm是你（,2024-06-16 10:35:43
00:00:04,1718498496.0,毕业bs骂我，直接把全班的都删了,2024-06-16 08:41:36
00:00:00,1718489762.0,《拉 黑 哥》,2024-06-16 06:16:02
00:00:12,1718489651.0,是我哈哈哈哈还没毕业已经算好删谁了,2024-06-16 06:14:11
00:00:05,1718464370.0,真实不爽的全删了,2024-06-15 23:12:50
00:00:08,1718458704.0,嘉然特别关注是马文杰,2024-06-15 21:38:24
00:00:11,1718458122.0,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,2024-06-15 21:28:42
00:00:06,1718458112.0,爽了,2024-06-15 21:28:32
00:00:01,1718455482.0,我是大多数觉得说不上话我就删了,2024-06-15 20:44:42
00:00:07,1718452544.0,我直接就删了，这种人不配在我的通讯录里，拉黑也不行,2024-06-15 19:55:44
00:00:07,1718450886.0,真的是我,2024-06-15 19:28:06
00:00:05,1718450663.0,贼爽,2024-06-15 19:24:23
00:00:08,1718449968.0,然后自己被全部其他人拉黑了,2024-06-15 19:12:48
00:00:06,1718448917.0,笑死，根本就没加,2024-06-15 18:55:17
00:00:08,1718448453.0,←无处不在的弹丸人,2024-06-15 18:47:33
00:00:10,1718447427.0,我真遇到了服,2024-06-15 18:30:27
00:00:11,1718447172.0,同,2024-06-15 18:26:12
00:00:07,1718446414.0,直接删了不就行了,2024-06-15 18:13:34
00:00:13,1718442614.0,噔噔咚,2024-06-15 17:10:14
00:00:02,1718441669.0,直接全部删了,2024-06-15 16:54:29
00:00:08,1718437888.0,我去，同款p30,2024-06-15 15:51:28
00:00:00,1718437880.0,私人音效,2024-06-15 15:51:20
00:00:13,1718435986.0,反弹,2024-06-15 15:19:46
00:00:13,1718435383.0,哈哈哈哈一样,2024-06-15 15:09:43
00:00:11,1718430165.0,跟我一样哈哈哈哈哈哈哈哈,2024-06-15 13:42:45
00:00:06,1718428135.0,这还用毕业？没毕业就直接删好吧,2024-06-15 13:08:55
00:00:00,1718427255.0,笑死全删了,2024-06-15 12:54:15
